USERID,"ID: Newspaper reading, total time on average weekday","Newspaper reading, total time on average weekday",ID: Personal use of internet/e-mail/www,Personal use of internet/e-mail/www,"ID: How often socially meet with friends, relatives or colleagues","How often socially meet with friends, relatives or colleagues",ID: Gender,Gender,"Age of respondent, calculated",ID: Highest level of education,Highest level of education,ID: Employment relation,Employment relation,ID: Occupation,Occupation,ID: Important to try new and different things in life,Important to try new and different things in life,ID: Important to do what is told and follow rules,Important to do what is told and follow rules,ID: Important to understand different people,Important to understand different people,ID:Important to make own decisions and be free,Important to make own decisions and be free,ID: Important to be successful and that people recognize achievements,Important to be successful and that people recognize achievements,ID: Important to seek adventures and have an exciting life,Important to seek adventures and have an exciting life,ID: Important to behave properly,Important to behave properly,ID: Important to get respect from others,Important to get respect from others,ID: Important to care for nature and environment,Important to care for nature and environment,ID: Important to follow traditions and customs,Important to follow traditions and customs,ID: Hard to be hopeful about the future of the world,Hard to be hopeful about the future of the world,ID: Feel close to the people in local area,Feel close to the people in local area
6-570,,,,,2,Less than once a month,2,Female,54,3,Upper secondary education completed (ISCED 3),2,Self-employed,,,5,Not like me,2,Like me,2,Like me,1,Very much like me,1,Very much like me,6,Not like me at all,1,Very much like me,1,Very much like me,1,Very much like me,2,Like me,1,Agree strongly,4,Disagree
6-571,,,,,4,Several times a month,1,Male,25,5,Tertiary education completed (ISCED 5-6),1,Employee,,,1,Very much like me,2,Like me,1,Very much like me,1,Very much like me,2,Like me,3,Somewhat like me,1,Very much like me,1,Very much like me,1,Very much like me,2,Like me,2,Agree,5,Disagree strongly
6-572,,,,,4,Several times a month,2,Female,44,2,Lower secondary education completed (ISCED 2),1,Employee,,,2,Like me,3,Somewhat like me,1,Very much like me,1,Very much like me,6,Not like me at all,6,Not like me at all,2,Like me,1,Very much like me,1,Very much like me,1,Very much like me,5,Disagree strongly,3,Neither agree nor disagree
6-573,,,,,2,Less than once a month,2,Female,56,3,Upper secondary education completed (ISCED 3),1,Employee,,,3,Somewhat like me,2,Like me,3,Somewhat like me,2,Like me,5,Not like me,6,Not like me at all,1,Very much like me,3,Somewhat like me,1,Very much like me,2,Like me,1,Agree strongly,2,Agree
6-574,,,,,6,Several times a week,1,Male,50,3,Upper secondary education completed (ISCED 3),1,Employee,,,2,Like me,1,Very much like me,2,Like me,1,Very much like me,1,Very much like me,5,Not like me,1,Very much like me,2,Like me,1,Very much like me,1,Very much like me,4,Disagree,2,Agree
6-575,,,,,5,Once a week,2,Female,64,2,Lower secondary education completed (ISCED 2),6,Not applicable,,,1,Very much like me,1,Very much like me,1,Very much like me,1,Very much like me,2,Like me,6,Not like me at all,1,Very much like me,1,Very much like me,1,Very much like me,1,Very much like me,2,Agree,1,Agree strongly
6-576,,,,,5,Once a week,1,Male,43,3,Upper secondary education completed (ISCED 3),1,Employee,,,2,Like me,5,Not like me,2,Like me,4,A little like me,3,Somewhat like me,5,Not like me,2,Like me,2,Like me,2,Like me,2,Like me,3,Neither agree nor disagree,2,Agree
6-577,,,,,5,Once a week,1,Male,57,3,Upper secondary education completed (ISCED 3),1,Employee,,,2,Like me,2,Like me,2,Like me,4,A little like me,2,Like me,5,Not like me,1,Very much like me,4,A little like me,1,Very much like me,1,Very much like me,2,Agree,4,Disagree
6-578,,,,,7,Every day,2,Female,38,3,Upper secondary education completed (ISCED 3),1,Employee,,,2,Like me,3,Somewhat like me,1,Very much like me,2,Like me,2,Like me,3,Somewhat like me,2,Like me,1,Very much like me,1,Very much like me,1,Very much like me,3,Neither agree nor disagree,4,Disagree
6-579,,,,,6,Several times a week,1,Male,45,3,Upper secondary education completed (ISCED 3),2,Self-employed,,,3,Somewhat like me,2,Like me,3,Somewhat like me,2,Like me,2,Like me,3,Somewhat like me,2,Like me,2,Like me,2,Like me,2,Like me,2,Agree,2,Agree
6-580,,,,,4,Several times a month,1,Male,29,5,Tertiary education completed (ISCED 5-6),2,Self-employed,,,2,Like me,2,Like me,2,Like me,2,Like me,2,Like me,2,Like me,2,Like me,2,Like me,2,Like me,2,Like me,2,Agree,2,Agree
6-581,,,,,4,Several times a month,1,Male,51,3,Upper secondary education completed (ISCED 3),1,Employee,,,2,Like me,3,Somewhat like me,3,Somewhat like me,3,Somewhat like me,3,Somewhat like me,3,Somewhat like me,3,Somewhat like me,3,Somewhat like me,2,Like me,2,Like me,2,Agree,3,Neither agree nor disagree
6-582,,,,,6,Several times a week,2,Female,18,2,Lower secondary education completed (ISCED 2),9,No answer,,,3,Somewhat like me,2,Like me,1,Very much like me,2,Like me,2,Like me,3,Somewhat like me,2,Like me,2,Like me,3,Somewhat like me,1,Very much like me,3,Neither agree nor disagree,2,Agree
6-583,,,,,5,Once a week,2,Female,31,5,Tertiary education completed (ISCED 5-6),1,Employee,,,2,Like me,4,A little like me,3,Somewhat like me,1,Very much like me,2,Like me,1,Very much like me,6,Not like me at all,5,Not like me,1,Very much like me,2,Like me,3,Neither agree nor disagree,2,Agree
6-584,,,,,6,Several times a week,1,Male,72,3,Upper secondary education completed (ISCED 3),1,Employee,,,2,Like me,2,Like me,2,Like me,2,Like me,2,Like me,5,Not like me,1,Very much like me,3,Somewhat like me,1,Very much like me,5,Not like me,2,Agree,3,Neither agree nor disagree
6-585,,,,,5,Once a week,1,Male,55,5,Tertiary education completed (ISCED 5-6),1,Employee,,,2,Like me,3,Somewhat like me,1,Very much like me,2,Like me,1,Very much like me,5,Not like me,2,Like me,2,Like me,2,Like me,2,Like me,4,Disagree,4,Disagree
6-586,,,,,6,Several times a week,1,Male,20,3,Upper secondary education completed (ISCED 3),9,No answer,,,2,Like me,4,A little like me,3,Somewhat like me,2,Like me,3,Somewhat like me,2,Like me,2,Like me,2,Like me,1,Very much like me,3,Somewhat like me,3,Neither agree nor disagree,3,Neither agree nor disagree
6-587,,,,,6,Several times a week,2,Female,29,3,Upper secondary education completed (ISCED 3),1,Employee,,,2,Like me,3,Somewhat like me,2,Like me,2,Like me,2,Like me,5,Not like me,2,Like me,5,Not like me,2,Like me,3,Somewhat like me,2,Agree,4,Disagree
6-588,,,,,5,Once a week,1,Male,59,3,Upper secondary education completed (ISCED 3),1,Employee,,,2,Like me,1,Very much like me,1,Very much like me,2,Like me,2,Like me,2,Like me,2,Like me,3,Somewhat like me,3,Somewhat like me,3,Somewhat like me,3,Neither agree nor disagree,2,Agree
6-589,,,,,3,Once a month,1,Male,33,3,Upper secondary education completed (ISCED 3),1,Employee,,,2,Like me,4,A little like me,1,Very much like me,1,Very much like me,3,Somewhat like me,3,Somewhat like me,1,Very much like me,2,Like me,1,Very much like me,4,A little like me,4,Disagree,4,Disagree
6-590,,,,,2,Less than once a month,2,Female,73,2,Lower secondary education completed (ISCED 2),1,Employee,,,3,Somewhat like me,3,Somewhat like me,3,Somewhat like me,3,Somewhat like me,3,Somewhat like me,3,Somewhat like me,3,Somewhat like me,3,Somewhat like me,3,Somewhat like me,3,Somewhat like me,3,Neither agree nor disagree,3,Neither agree nor disagree
6-591,,,,,4,Several times a month,1,Male,52,3,Upper secondary education completed (ISCED 3),1,Employee,,,3,Somewhat like me,4,A little like me,2,Like me,2,Like me,4,A little like me,5,Not like me,2,Like me,2,Like me,1,Very much like me,2,Like me,2,Agree,4,Disagree
6-592,,,,,5,Once a week,1,Male,58,3,Upper secondary education completed (ISCED 3),1,Employee,,,4,A little like me,3,Somewhat like me,3,Somewhat like me,1,Very much like me,4,A little like me,4,A little like me,1,Very much like me,1,Very much like me,3,Somewhat like me,2,Like me,2,Agree,2,Agree
6-593,,,,,2,Less than once a month,1,Male,49,3,Upper secondary education completed (ISCED 3),2,Self-employed,,,2,Like me,5,Not like me,2,Like me,2,Like me,3,Somewhat like me,6,Not like me at all,1,Very much like me,5,Not like me,1,Very much like me,3,Somewhat like me,2,Agree,2,Agree
6-594,,,,,3,Once a month,1,Male,35,5,Tertiary education completed (ISCED 5-6),1,Employee,,,4,A little like me,2,Like me,4,A little like me,2,Like me,2,Like me,6,Not like me at all,1,Very much like me,1,Very much like me,1,Very much like me,2,Like me,2,Agree,2,Agree
6-595,,,,,2,Less than once a month,2,Female,70,1,Less than lower secondary education (ISCED 0-1),1,Employee,,,5,Not like me,1,Very much like me,1,Very much like me,2,Like me,5,Not like me,6,Not like me at all,1,Very much like me,3,Somewhat like me,1,Very much like me,2,Like me,2,Agree,2,Agree
6-596,,,,,3,Once a month,2,Female,41,5,Tertiary education completed (ISCED 5-6),1,Employee,,,2,Like me,3,Somewhat like me,1,Very much like me,2,Like me,5,Not like me,5,Not like me,5,Not like me,3,Somewhat like me,1,Very much like me,3,Somewhat like me,3,Neither agree nor disagree,2,Agree
6-597,,,,,4,Several times a month,2,Female,76,1,Less than lower secondary education (ISCED 0-1),1,Employee,,,6,Not like me at all,2,Like me,3,Somewhat like me,2,Like me,5,Not like me,6,Not like me at all,1,Very much like me,2,Like me,1,Very much like me,1,Very much like me,2,Agree,5,Disagree strongly
6-598,,,,,5,Once a week,2,Female,84,1,Less than lower secondary education (ISCED 0-1),6,Not applicable,,,5,Not like me,3,Somewhat like me,2,Like me,3,Somewhat like me,4,A little like me,6,Not like me at all,2,Like me,2,Like me,1,Very much like me,1,Very much like me,4,Disagree,2,Agree
6-599,,,,,4,Several times a month,2,Female,31,5,Tertiary education completed (ISCED 5-6),1,Employee,,,2,Like me,6,Not like me at all,1,Very much like me,2,Like me,3,Somewhat like me,2,Like me,4,A little like me,4,A little like me,3,Somewhat like me,5,Not like me,5,Disagree strongly,4,Disagree
6-600,,,,,6,Several times a week,1,Male,15,2,Lower secondary education completed (ISCED 2),6,Not applicable,,,1,Very much like me,2,Like me,2,Like me,1,Very much like me,2,Like me,2,Like me,2,Like me,3,Somewhat like me,1,Very much like me,2,Like me,4,Disagree,2,Agree
6-601,,,,,7,Every day,2,Female,72,2,Lower secondary education completed (ISCED 2),1,Employee,,,1,Very much like me,1,Very much like me,1,Very much like me,2,Like me,1,Very much like me,5,Not like me,1,Very much like me,1,Very much like me,1,Very much like me,5,Not like me,2,Agree,2,Agree
6-602,,,,,5,Once a week,2,Female,72,3,Upper secondary education completed (ISCED 3),1,Employee,,,1,Very much like me,1,Very much like me,1,Very much like me,1,Very much like me,3,Somewhat like me,6,Not like me at all,1,Very much like me,3,Somewhat like me,1,Very much like me,3,Somewhat like me,1,Agree strongly,1,Agree strongly
6-603,,,,,7,Every day,1,Male,48,5,Tertiary education completed (ISCED 5-6),1,Employee,,,3,Somewhat like me,2,Like me,2,Like me,1,Very much like me,3,Somewhat like me,6,Not like me at all,2,Like me,3,Somewhat like me,1,Very much like me,1,Very much like me,3,Neither agree nor disagree,2,Agree
6-604,,,,,5,Once a week,2,Female,73,3,Upper secondary education completed (ISCED 3),1,Employee,,,1,Very much like me,2,Like me,2,Like me,1,Very much like me,1,Very much like me,5,Not like me,1,Very much like me,1,Very much like me,1,Very much like me,1,Very much like me,2,Agree,1,Agree strongly
6-605,,,,,6,Several times a week,2,Female,76,3,Upper secondary education completed (ISCED 3),1,Employee,,,2,Like me,1,Very much like me,1,Very much like me,1,Very much like me,5,Not like me,6,Not like me at all,2,Like me,3,Somewhat like me,1,Very much like me,1,Very much like me,2,Agree,1,Agree strongly
6-606,,,,,2,Less than once a month,2,Female,36,5,Tertiary education completed (ISCED 5-6),8,Don't know,,,5,Not like me,6,Not like me at all,2,Like me,1,Very much like me,5,Not like me,5,Not like me,3,Somewhat like me,4,A little like me,1,Very much like me,6,Not like me at all,1,Agree strongly,4,Disagree
6-607,,,,,4,Several times a month,2,Female,35,3,Upper secondary education completed (ISCED 3),1,Employee,,,2,Like me,5,Not like me,1,Very much like me,1,Very much like me,1,Very much like me,5,Not like me,1,Very much like me,5,Not like me,2,Like me,6,Not like me at all,1,Agree strongly,5,Disagree strongly
6-608,,,,,6,Several times a week,2,Female,48,3,Upper secondary education completed (ISCED 3),1,Employee,,,1,Very much like me,2,Like me,2,Like me,2,Like me,4,A little like me,5,Not like me,4,A little like me,1,Very much like me,2,Like me,4,A little like me,1,Agree strongly,4,Disagree
6-609,,,,,6,Several times a week,1,Male,54,3,Upper secondary education completed (ISCED 3),2,Self-employed,,,1,Very much like me,2,Like me,3,Somewhat like me,2,Like me,1,Very much like me,2,Like me,3,Somewhat like me,1,Very much like me,1,Very much like me,1,Very much like me,2,Agree,3,Neither agree nor disagree
6-610,,,,,3,Once a month,1,Male,44,2,Lower secondary education completed (ISCED 2),1,Employee,,,4,A little like me,5,Not like me,3,Somewhat like me,2,Like me,3,Somewhat like me,3,Somewhat like me,2,Like me,2,Like me,1,Very much like me,3,Somewhat like me,1,Agree strongly,3,Neither agree nor disagree
6-611,,,,,3,Once a month,2,Female,36,2,Lower secondary education completed (ISCED 2),1,Employee,,,1,Very much like me,5,Not like me,1,Very much like me,3,Somewhat like me,2,Like me,4,A little like me,3,Somewhat like me,1,Very much like me,1,Very much like me,1,Very much like me,2,Agree,5,Disagree strongly
6-612,,,,,6,Several times a week,1,Male,59,3,Upper secondary education completed (ISCED 3),1,Employee,,,2,Like me,4,A little like me,1,Very much like me,1,Very much like me,1,Very much like me,3,Somewhat like me,2,Like me,2,Like me,2,Like me,2,Like me,2,Agree,2,Agree
6-613,,,,,3,Once a month,1,Male,35,3,Upper secondary education completed (ISCED 3),1,Employee,,,1,Very much like me,2,Like me,2,Like me,2,Like me,2,Like me,5,Not like me,2,Like me,2,Like me,2,Like me,1,Very much like me,2,Agree,2,Agree
6-614,,,,,4,Several times a month,2,Female,61,2,Lower secondary education completed (ISCED 2),1,Employee,,,4,A little like me,2,Like me,3,Somewhat like me,2,Like me,2,Like me,6,Not like me at all,5,Not like me,3,Somewhat like me,2,Like me,1,Very much like me,1,Agree strongly,4,Disagree
6-615,,,,,5,Once a week,1,Male,28,3,Upper secondary education completed (ISCED 3),1,Employee,,,3,Somewhat like me,1,Very much like me,3,Somewhat like me,1,Very much like me,1,Very much like me,5,Not like me,2,Like me,2,Like me,3,Somewhat like me,3,Somewhat like me,3,Neither agree nor disagree,3,Neither agree nor disagree
6-616,,,,,4,Several times a month,2,Female,73,2,Lower secondary education completed (ISCED 2),6,Not applicable,,,4,A little like me,4,A little like me,4,A little like me,3,Somewhat like me,3,Somewhat like me,4,A little like me,2,Like me,2,Like me,2,Like me,2,Like me,2,Agree,2,Agree
6-617,,,,,4,Several times a month,2,Female,54,3,Upper secondary education completed (ISCED 3),6,Not applicable,,,3,Somewhat like me,3,Somewhat like me,3,Somewhat like me,3,Somewhat like me,2,Like me,4,A little like me,2,Like me,2,Like me,1,Very much like me,2,Like me,3,Neither agree nor disagree,2,Agree
6-618,,,,,7,Every day,2,Female,19,3,Upper secondary education completed (ISCED 3),6,Not applicable,,,3,Somewhat like me,2,Like me,2,Like me,3,Somewhat like me,4,A little like me,3,Somewhat like me,2,Like me,1,Very much like me,2,Like me,3,Somewhat like me,1,Agree strongly,3,Neither agree nor disagree
6-619,,,,,6,Several times a week,1,Male,39,5,Tertiary education completed (ISCED 5-6),1,Employee,,,3,Somewhat like me,1,Very much like me,4,A little like me,1,Very much like me,2,Like me,5,Not like me,3,Somewhat like me,3,Somewhat like me,4,A little like me,6,Not like me at all,4,Disagree,3,Neither agree nor disagree
6-620,,,,,7,Every day,1,Male,32,3,Upper secondary education completed (ISCED 3),3,Working for own family business,,,2,Like me,2,Like me,3,Somewhat like me,1,Very much like me,1,Very much like me,2,Like me,2,Like me,2,Like me,2,Like me,4,A little like me,3,Neither agree nor disagree,4,Disagree
6-621,,,,,6,Several times a week,2,Female,47,3,Upper secondary education completed (ISCED 3),1,Employee,,,3,Somewhat like me,1,Very much like me,2,Like me,3,Somewhat like me,2,Like me,3,Somewhat like me,3,Somewhat like me,4,A little like me,3,Somewhat like me,3,Somewhat like me,2,Agree,2,Agree
6-622,,,,,6,Several times a week,1,Male,66,3,Upper secondary education completed (ISCED 3),6,Not applicable,,,3,Somewhat like me,3,Somewhat like me,3,Somewhat like me,1,Very much like me,3,Somewhat like me,3,Somewhat like me,1,Very much like me,1,Very much like me,2,Like me,4,A little like me,3,Neither agree nor disagree,2,Agree
6-623,,,,,6,Several times a week,2,Female,18,2,Lower secondary education completed (ISCED 2),6,Not applicable,,,4,A little like me,2,Like me,2,Like me,2,Like me,4,A little like me,1,Very much like me,3,Somewhat like me,3,Somewhat like me,4,A little like me,5,Not like me,1,Agree strongly,3,Neither agree nor disagree
6-624,,,,,4,Several times a month,2,Female,72,2,Lower secondary education completed (ISCED 2),6,Not applicable,,,3,Somewhat like me,3,Somewhat like me,2,Like me,3,Somewhat like me,5,Not like me,5,Not like me,1,Very much like me,4,A little like me,3,Somewhat like me,2,Like me,2,Agree,3,Neither agree nor disagree
6-625,,,,,3,Once a month,1,Male,28,3,Upper secondary education completed (ISCED 3),1,Employee,,,3,Somewhat like me,4,A little like me,3,Somewhat like me,4,A little like me,3,Somewhat like me,5,Not like me,1,Very much like me,2,Like me,3,Somewhat like me,3,Somewhat like me,1,Agree strongly,4,Disagree
6-626,,,,,3,Once a month,2,Female,42,3,Upper secondary education completed (ISCED 3),1,Employee,,,4,A little like me,3,Somewhat like me,4,A little like me,1,Very much like me,4,A little like me,5,Not like me,1,Very much like me,3,Somewhat like me,1,Very much like me,2,Like me,2,Agree,4,Disagree
6-627,,,,,4,Several times a month,1,Male,82,5,Tertiary education completed (ISCED 5-6),1,Employee,,,1,Very much like me,2,Like me,2,Like me,1,Very much like me,1,Very much like me,5,Not like me,1,Very much like me,1,Very much like me,1,Very much like me,1,Very much like me,2,Agree,2,Agree
6-628,,,,,6,Several times a week,2,Female,73,2,Lower secondary education completed (ISCED 2),1,Employee,,,3,Somewhat like me,3,Somewhat like me,1,Very much like me,2,Like me,3,Somewhat like me,5,Not like me,1,Very much like me,1,Very much like me,1,Very much like me,1,Very much like me,2,Agree,2,Agree
6-629,,,,,7,Every day,2,Female,36,3,Upper secondary education completed (ISCED 3),1,Employee,,,1,Very much like me,6,Not like me at all,1,Very much like me,1,Very much like me,4,A little like me,6,Not like me at all,1,Very much like me,1,Very much like me,1,Very much like me,1,Very much like me,4,Disagree,1,Agree strongly
6-630,,,,,6,Several times a week,2,Female,85,2,Lower secondary education completed (ISCED 2),1,Employee,,,3,Somewhat like me,3,Somewhat like me,2,Like me,1,Very much like me,1,Very much like me,5,Not like me,1,Very much like me,1,Very much like me,1,Very much like me,1,Very much like me,1,Agree strongly,2,Agree
6-631,,,,,6,Several times a week,2,Female,27,5,Tertiary education completed (ISCED 5-6),1,Employee,,,1,Very much like me,3,Somewhat like me,1,Very much like me,1,Very much like me,1,Very much like me,3,Somewhat like me,1,Very much like me,1,Very much like me,1,Very much like me,5,Not like me,1,Agree strongly,5,Disagree strongly
